"","X","cement","slag","ash","water","superplastic","coarseagg","fineagg","age","strength"
"1",0,1,0,0,0.599056603773585,0.00992063492063492,0.882022471910112,0.645305848084248,0.0741758241758242,0.968401937046005
"2",0.000970873786407767,1,0,0,0.599056603773585,0.00992063492063492,0.898876404494382,0.645305848084248,0.0741758241758242,0.749273607748184
"3",0.00194174757281553,0.615740740740741,0.396494156928214,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.739010989010989,0.487530266343826
"4",0.0029126213592233,0.615740740740741,0.396494156928214,0,0.910377358490566,0,0.760674157303371,0.553439390544477,1,0.496973365617433
"5",0.00388349514563107,0.367777777777778,0.368391764051197,0,0.740566037735849,0,0.812808988764045,0.812794084696393,0.986263736263736,0.536319612590799
"6",0.00485436893203883,0.492592592592593,0.317195325542571,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.244505494505494,0.569370460048426
"7",0.0058252427184466,0.703703703703704,0.264329437952142,0,0.910377358490566,0,0.760674157303371,0.553439390544477,1,0.529055690072639
"8",0.00679611650485437,0.703703703703704,0.264329437952142,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.0741758241758242,0.441283292978208
"9",0.00776699029126214,0.492592592592593,0.317195325542571,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.0741758241758242,0.555084745762712
"10",0.0087378640776699,0.87962962962963,0,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.0741758241758242,0.475665859564165
"11",0.00970873786407767,0.367777777777778,0.368391764051197,0,0.740566037735849,0,0.812808988764045,0.812794084696393,0.244505494505494,0.46089588377724
"12",0.0106796116504854,0.367777777777778,0.368391764051197,0,0.740566037735849,0,0.812808988764045,0.812794084696393,0.0741758241758242,0.339225181598063
"13",0.0116504854368932,0.791666666666667,0.132164718976071,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.739010989010989,0.520702179176755
"14",0.012621359223301,0.351851851851852,0.528658875904285,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.244505494505494,0.512469733656174
"15",0.0135922330097087,0.562962962962963,0.211463550361714,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.0741758241758242,0.578813559322034
"16",0.0145631067961165,0.703703703703704,0,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.244505494505494,0.640556900726392
"17",0.0155339805825243,0.258518518518518,0.582637729549249,0,0.740566037735849,0,0.889887640449438,0.791956083352005,0.244505494505494,0.476513317191283
"18",0.016504854368932,0.633333333333333,0.105731775180857,0,0.910377358490566,0,0.760674157303371,0.638583912166704,1,0.679661016949153
"19",0.0174757281553398,0.703703703703704,0.264329437952142,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.244505494505494,0.491041162227603
"20",0.0184466019417476,0.87962962962963,0,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.491758241758242,0.515980629539952
"21",0.0194174757281553,0.791666666666667,0.132164718976071,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.491758241758242,0.506537530266344
"22",0.0203883495145631,0.258518518518518,0.582637729549249,0,0.740566037735849,0,0.889887640449438,0.791956083352005,0.0741758241758242,0.341888619854722
"23",0.0213592233009709,0.258518518518518,0.582637729549249,0,0.740566037735849,0,0.889887640449438,0.791956083352005,0.00549450549450549,0.0975786924939467
"24",0.0223300970873786,0.258518518518518,0.582637729549249,0,0.740566037735849,0,0.889887640449438,0.791956083352005,0.491758241758242,0.535230024213075
"25",0.0233009708737864,0.703703703703704,0,0,0.910377358490566,0,0.760674157303371,0.638583912166704,1,0.635835351089588
"26",0.0242718446601942,0.703703703703704,0,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.739010989010989,0.645278450363196
"27",0.0252427184466019,0.703703703703704,0.264329437952142,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.739010989010989,0.49818401937046
"28",0.0262135922330097,0.633333333333333,0.105731775180857,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.491758241758242,0.630992736077482
"29",0.0271844660194175,0.791666666666667,0.132164718976071,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.0741758241758242,0.453147699757869
"30",0.0281553398058252,0.87962962962963,0,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.0164835164835165,0.467312348668281
"31",0.029126213592233,0.562962962962963,0.211463550361714,0,0.910377358490566,0,0.760674157303371,0.638583912166704,1,0.669007263922518
"32",0.0300970873786408,0.492592592592593,0.317195325542571,0,0.910377358490566,0,0.760674157303371,0.638583912166704,1,0.640556900726392
"33",0.0310679611650485,0.367777777777778,0.368391764051197,0,0.740566037735849,0,0.812808988764045,0.812794084696393,0.491758241758242,0.505084745762712
"34",0.0320388349514563,0.87962962962963,0,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.739010989010989,0.510048426150121
"35",0.0330097087378641,0.351851851851852,0.528658875904285,0,0.910377358490566,0,0.760674157303371,0.638583912166704,1,0.65
"36",0.0339805825242718,0.439814814814815,0.660823594880356,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.739010989010989,0.46501210653753
"37",0.0349514563106796,0.439814814814815,0.660823594880356,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.0741758241758242,0.364164648910412
"38",0.0359223300970874,0.615740740740741,0.396494156928214,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.244505494505494,0.456658595641647
"39",0.0368932038834951,0.87962962962963,0,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.244505494505494,0.511259079903148
"40",0.0378640776699029,0.439814814814815,0.660823594880356,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.491758241758242,0.438861985472155
"41",0.0388349514563107,0.633333333333333,0.105731775180857,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.244505494505494,0.61089588377724
"42",0.0398058252427184,0.791666666666667,0.132164718976071,0,0.910377358490566,0,0.760674157303371,0.553439390544477,1,0.529055690072639
"43",0.0407766990291262,0.439814814814815,0.660823594880356,0,0.910377358490566,0,0.760674157303371,0.553439390544477,1,0.472154963680387
"44",0.041747572815534,0.703703703703704,0,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.491758241758242,0.642857142857143
"45",0.0427184466019417,0.791666666666667,0.132164718976071,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.244505494505494,0.502905569007264
"46",0.0436893203883495,0.791666666666667,0.132164718976071,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.0164835164835165,0.424697336561743
"47",0.0446601941747573,0.646296296296296,0,0,0.740566037735849,0,0.889887640449438,0.791956083352005,0.00549450549450549,0.182203389830508
"48",0.045631067961165,0.703703703703704,0.264329437952142,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.491758241758242,0.493462469733656
"49",0.0466019417475728,0.439814814814815,0.660823594880356,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.0164835164835165,0.317917675544794
"50",0.0475728155339806,0.703703703703704,0.264329437952142,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.0164835164835165,0.397336561743341
"51",0.0485436893203883,0.615740740740741,0.396494156928214,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.491758241758242,0.481598062953995
"52",0.0495145631067961,0.351851851851852,0.528658875904285,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.491758241758242,0.5681598062954
"53",0.0504854368932039,0.439814814814815,0.660823594880356,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.244505494505494,0.400968523002421
"54",0.0514563106796116,0.562962962962963,0.211463550361714,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.244505494505494,0.595520581113801
"55",0.0524271844660194,0.258518518518518,0.582637729549249,0,0.740566037735849,0,0.889887640449438,0.791956083352005,0.0164835164835165,0.176634382566586
"56",0.0533980582524272,0.367777777777778,0.368391764051197,0,0.740566037735849,0,0.812808988764045,0.812794084696393,0.0164835164835165,0.177239709443099
"57",0.054368932038835,0.87962962962963,0,0,0.910377358490566,0,0.760674157303371,0.553439390544477,1,0.507627118644068
"58",0.0553398058252427,0.367777777777778,0.368391764051197,0,0.740566037735849,0,0.812808988764045,0.812794084696393,0.00549450549450549,0.110532687651332
"59",0.0563106796116505,0.562962962962963,0.211463550361714,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.491758241758242,0.61682808716707
"60",0.0572815533980583,0.615740740740741,0.396494156928214,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.0741758241758242,0.399757869249395
"61",0.058252427184466,0.562962962962963,0.211463550361714,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.739010989010989,0.658353510895884
"62",0.0592233009708738,0.492592592592593,0.317195325542571,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.739010989010989,0.626271186440678
"63",0.0601941747572816,0.574074074074074,0,0,0.740566037735849,0,0.804494382022472,0.840914183284786,0.00549450549450549,0.119491525423729
"64",0.0611650485436893,0.351851851851852,0.528658875904285,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.739010989010989,0.613317191283293
"65",0.0621359223300971,0.492592592592593,0.317195325542571,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.491758241758242,0.589588377723971
"66",0.0631067961165049,0.633333333333333,0.105731775180857,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.739010989010989,0.666585956416465
"67",0.0640776699029126,0.258518518518518,0.582637729549249,0,0.740566037735849,0,0.889887640449438,0.791956083352005,0.986263736263736,0.541162227602906
"68",0.0650485436893204,0.615740740740741,0.396494156928214,0,0.910377358490566,0,0.760674157303371,0.553439390544477,0.0164835164835165,0.366585956416465
"69",0.0660194174757282,0.351851851851852,0.528658875904285,0,0.910377358490566,0,0.760674157303371,0.638583912166704,0.0741758241758242,0.494673123486683
"70",0.0669902912621359,0.898148148148148,0,0,0.523584905660377,0,0.971910112359551,0.784225857046829,0.0741758241758242,0.871549636803874
"71",0.0679611650485437,0.692592592592593,0.526432943795214,0,0.637264150943396,0.0400793650793651,0.754044943820225,0.735715886175219,0.00549450549450549,0.416464891041162
"72",0.0689320388349515,0.580185185185185,0.729549248747913,0,0.662735849056604,0.0341269841269841,0.889775280898876,0.573381133766525,0.00549450549450549,0.348668280871671
"73",0.0699029126213592,0.787037037037037,0.295770728992766,0,0.558962264150943,0.0654761904761905,0.670898876404494,0.881805960116514,0.00549450549450549,0.404358353510896
"74",0.070873786407767,0.787037037037037,0.295770728992766,0,0.549056603773585,0.0738095238095238,0.765168539325843,0.788371050862648,0.00549450549450549,0.439467312348668
"75",0.0718446601941748,0.694444444444444,0.260990539788536,0,0.432075471698113,0.0928571428571428,0.670898876404494,1,0.00549450549450549,0.351089588377724
"76",0.0728155339805825,0.87962962962963,0.330550918196995,0,0.689150943396226,0.0353174603174603,0.670898876404494,0.763499887967735,0.00549450549450549,0.457627118644068
"77",0.0737864077669903,0.868518518518518,0.326099053978854,0,0.484905660377359,0.127777777777778,0.670898876404494,0.829598924490253,0.00549450549450549,0.486682808716707
"78",0.0747572815533981,0.787037037037037,0.295770728992766,0,0.558962264150943,0.0654761904761905,0.670898876404494,0.881805960116514,0.00549450549450549,0.404358353510896
"79",0.0757281553398058,0.71962962962963,0.270172509738453,0,0.579716981132075,0.048015873015873,0.670898876404494,0.925050414519382,0.00549450549450549,0.340193704600484
"80",0.0766990291262136,0.983888888888889,0,0,0.50377358490566,0.111904761904762,0.670898876404494,0.889200089625812,0.00549450549450549,0.5
"81",0.0776699029126214,0.787037037037037,0.295770728992766,0,0.558962264150943,0.0654761904761905,0.670898876404494,0.881805960116514,0.00549450549450549,0.404358353510896
"82",0.0786407766990291,0.59037037037037,0.591263216471898,0,0.569339622641509,0.0567460317460317,0.670898876404494,0.874299798341922,0.00549450549450549,0.305084745762712
"83",0.0796116504854369,0.744074074074074,0.263494713411241,0,0.530188679245283,0.0452380952380952,0.777303370786517,0.842594667264172,0.00549450549450549,0.497578692493947
"84",0.0805825242718447,0.671481481481482,0.525876460767947,0,0.612735849056604,0.046031746031746,0.774943820224719,0.734707595787587,0.00549450549450549,0.427360774818402
"85",0.0815533980582524,0.599444444444444,0.786867000556483,0,0.70188679245283,0.0408730158730159,0.772696629213483,0.627268653372171,0.00549450549450549,0.342615012106538
"86",0.0825242718446602,0.702777777777778,0.420701168614357,0,0.560849056603774,0.0630952380952381,0.987977528089888,0.565762939726641,0.00549450549450549,0.346246973365617
"87",0.083495145631068,0.671481481481482,0.525876460767947,0,0.612735849056604,0.046031746031746,0.774943820224719,0.734707595787587,0.00549450549450549,0.427360774818402
"88",0.0844660194174757,0.530185185185185,0.558987200890373,0,0.517452830188679,0.0444444444444444,0.842247191011236,0.788371050862648,0.00549450549450549,0.295399515738499
"89",0.0854368932038835,0.671481481481482,0.525876460767947,0,0.612735849056604,0.046031746031746,0.774943820224719,0.734707595787587,0.00549450549450549,0.427360774818402
"90",0.0864077669902913,0.812962962962963,0.492487479131887,0,0.712264150943396,0.044047619047619,0.707752808988764,0.681044140712525,0.00549450549450549,0.475786924939467
"91",0.087378640776699,0.722037037037037,0.525876460767947,0,0.52311320754717,0.0873015873015873,0.774943820224719,0.734707595787587,0.00549450549450549,0.491525423728814
"92",0.0883495145631068,0.671481481481482,0.525876460767947,0,0.612735849056604,0.046031746031746,0.774943820224719,0.734707595787587,0.00549450549450549,0.427360774818402
"93",0.0893203883495146,0.625740740740741,0.525876460767947,0,0.659905660377359,0.0376984126984127,0.774943820224719,0.734707595787587,0.00549450549450549,0.291767554479419
"94",0.0902912621359223,0.692592592592593,0.526432943795214,0,0.637264150943396,0.0400793650793651,0.754044943820225,0.735715886175219,0.0164835164835165,0.559322033898305
"95",0.0912621359223301,0.580185185185185,0.729549248747913,0,0.662735849056604,0.0341269841269841,0.889775280898876,0.573381133766525,0.0164835164835165,0.518159806295399
"96",0.0922330097087379,0.787037037037037,0.295770728992766,0,0.558962264150943,0.0654761904761905,0.670898876404494,0.881805960116514,0.0164835164835165,0.595641646489104
"97",0.0932038834951456,0.787037037037037,0.295770728992766,0,0.549056603773585,0.0738095238095238,0.765168539325843,0.788371050862648,0.0164835164835165,0.566585956416465
"98",0.0941747572815534,0.694444444444444,0.260990539788536,0,0.432075471698113,0.0928571428571428,0.670898876404494,1,0.0164835164835165,0.553268765133172
"99",0.0951456310679612,0.87962962962963,0.330550918196995,0,0.689150943396226,0.0353174603174603,0.670898876404494,0.763499887967735,0.0164835164835165,0.673123486682809
"100",0.0961165048543689,0.868518518518518,0.326099053978854,0,0.484905660377359,0.127777777777778,0.670898876404494,0.829598924490253,0.0164835164835165,0.664648910411622
"101",0.0970873786407767,0.787037037037037,0.295770728992766,0,0.558962264150943,0.0654761904761905,0.670898876404494,0.881805960116514,0.0164835164835165,0.595641646489104
"102",0.0980582524271845,0.71962962962963,0.270172509738453,0,0.579716981132075,0.048015873015873,0.670898876404494,0.925050414519382,0.0164835164835165,0.422518159806295
"103",0.0990291262135922,0.983888888888889,0,0,0.50377358490566,0.111904761904762,0.670898876404494,0.889200089625812,0.0164835164835165,0.567796610169492
"104",0.1,0.787037037037037,0.295770728992766,0,0.558962264150943,0.0654761904761905,0.670898876404494,0.881805960116514,0.0164835164835165,0.595641646489104
"105",0.100970873786408,0.59037037037037,0.591263216471898,0,0.569339622641509,0.0567460317460317,0.670898876404494,0.874299798341922,0.0164835164835165,0.404358353510896
"106",0.101941747572816,0.744074074074074,0.263494713411241,0,0.530188679245283,0.0452380952380952,0.777303370786517,0.842594667264172,0.0164835164835165,0.654963680387409
"107",0.102912621359223,0.671481481481482,0.525876460767947,0,0.612735849056604,0.046031746031746,0.774943820224719,0.734707595787587,0.0164835164835165,0.676755447941889
"108",0.103883495145631,0.599444444444444,0.786867000556483,0,0.70188679245283,0.0408730158730159,0.772696629213483,0.627268653372171,0.0164835164835165,0.602905569007264
"109",0.104854368932039,0.702777777777778,0.420701168614357,0,0.560849056603774,0.0630952380952381,0.987977528089888,0.565762939726641,0.0164835164835165,0.570217917675545
"110",0.105825242718447,0.671481481481482,0.525876460767947,0,0.612735849056604,0.046031746031746,0.774943820224719,0.734707595787587,0.0164835164835165,0.676755447941889
"111",0.106796116504854,0.530185185185185,0.558987200890373,0,0.517452830188679,0.0444444444444444,0.842247191011236,0.788371050862648,0.0164835164835165,0.460048426150121
"112",0.107766990291262,0.671481481481482,0.525876460767947,0,0.612735849056604,0.046031746031746,0.774943820224719,0.734707595787587,0.0164835164835165,0.676755447941889
"113",0.10873786407767,0.812962962962963,0.492487479131887,0,0.712264150943396,0.044047619047619,0.707752808988764,0.681044140712525,0.0164835164835165,0.679176755447942
"114",0.109708737864078,0.722037037037037,0.525876460767947,0,0.52311320754717,0.0873015873015873,0.774943820224719,0.734707595787587,0.0164835164835165,0.715375302663438
"115",0.110679611650485,0.671481481481482,0.525876460767947,0,0.612735849056604,0.046031746031746,0.774943820224719,0.734707595787587,0.0164835164835165,0.277239709443099
"116",0.111650485436893,0.625740740740741,0.525876460767947,0,0.659905660377359,0.0376984126984127,0.774943820224719,0.734707595787587,0.0164835164835165,0.424939467312349
"117",0.112621359223301,0.692592592592593,0.526432943795214,0,0.637264150943396,0.0400793650793651,0.754044943820225,0.735715886175219,0.0741758241758242,0.739588377723971
"118",0.113592233009709,0.580185185185185,0.729549248747913,0,0.662735849056604,0.0341269841269841,0.889775280898876,0.573381133766525,0.0741758241758242,0.723970944309927
"119",0.114563106796117,0.787037037037037,0.295770728992766,0,0.558962264150943,0.0654761904761905,0.670898876404494,0.881805960116514,0.0741758241758242,0.729903147699758
"120",0.115533980582524,0.787037037037037,0.295770728992766,0,0.549056603773585,0.0738095238095238,0.765168539325843,0.788371050862648,0.0741758241758242,0.74818401937046
"121",0.116504854368932,0.694444444444444,0.260990539788536,0,0.432075471698113,0.0928571428571428,0.670898876404494,1,0.0741758241758242,0.686440677966102
"122",0.11747572815534,0.87962962962963,0.330550918196995,0,0.689150943396226,0.0353174603174603,0.670898876404494,0.763499887967735,0.0741758241758242,0.826876513317191
"123",0.118446601941748,0.868518518518518,0.326099053978854,0,0.484905660377359,0.127777777777778,0.670898876404494,0.829598924490253,0.0741758241758242,0.809927360774819
"124",0.119417475728155,0.787037037037037,0.295770728992766,0,0.558962264150943,0.0654761904761905,0.670898876404494,0.881805960116514,0.0741758241758242,0.729903147699758
"125",0.120388349514563,0.71962962962963,0.270172509738453,0,0.579716981132075,0.048015873015873,0.670898876404494,0.925050414519382,0.0741758241758242,0.613801452784504
"126",0.121359223300971,0.983888888888889,0,0,0.50377358490566,0.111904761904762,0.670898876404494,0.889200089625812,0.0741758241758242,0.682808716707022
"127",0.122330097087379,0.787037037037037,0.295770728992766,0,0.558962264150943,0.0654761904761905,0.670898876404494,0.881805960116514,0.0741758241758242,0.729903147699758
"128",0.123300970873786,0.59037037037037,0.591263216471898,0,0.569339622641509,0.0567460317460317,0.670898876404494,0.874299798341922,0.0741758241758242,0.671912832929782
"129",0.124271844660194,0.744074074074074,0.263494713411241,0,0.530188679245283,0.0452380952380952,0.777303370786517,0.842594667264172,0.0741758241758242,0.829297820823245
"130",0.125242718446602,0.671481481481482,0.525876460767947,0,0.612735849056604,0.046031746031746,0.774943820224719,0.734707595787587,0.0741758241758242,0.86319612590799
"131",0.12621359223301,0.599444444444444,0.786867000556483,0,0.70188679245283,0.0408730158730159,0.772696629213483,0.627268653372171,0.0741758241758242,0.904358353510896
"132",0.127184466019417,0.702777777777778,0.420701168614357,0,0.560849056603774,0.0630952380952381,0.987977528089888,0.565762939726641,0.0741758241758242,0.631961259079903
"133",0.128155339805825,0.671481481481482,0.525876460767947,0,0.612735849056604,0.046031746031746,0.774943820224719,0.734707595787587,0.0741758241758242,0.86319612590799
